Rank,Candidate,Score,Strengths,Weaknesses,Explanation,File
210,17103000,38.31,"r, c, communication, experience, manage, management, office","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\17103000.pdf
211,27485716,38.30,"r, c, communication, experience, location, manage, management","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\27485716.pdf
212,21298336,38.28,"r, c, detail, excel, experience, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\21298336.pdf
213,28630325,38.24,"r, c, detail, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\28630325.pdf
214,38314236,38.22,"r, c, excel, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\38314236.pdf
215,43752620,38.22,"r, c, description, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\43752620.pdf
216,12748557,38.21,"r, c, coordination, experience, manage, management, managers","administrative, assistant, attention, calendars, calls, communication, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\12748557.pdf
217,20314980,38.21,"r, c, experience, maintain, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\20314980.pdf
218,10839851,38.21,"r, c, experience, maintain, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\10839851.pdf
219,16533554,38.21,"r, c, communication, experience, manage, management, office","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\16533554.pdf
220,21780877,38.15,"r, c, communication, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\21780877.pdf
221,20024870,38.14,"r, c, excel, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\20024870.pdf
222,15941675,38.13,"r, c, communication, excel, experience, manage, management","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\15941675.pdf
223,28923650,38.12,"r, assistant, c, experience, manage, management, office","administrative, attention, calendars, calls, communication, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\28923650.pdf
224,61579998,38.08,"r, c, excel, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\61579998.pdf
225,11981094,38.07,"r, c, communication, documents, experience, manage, management","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\11981094.pdf
226,12518008,38.07,"r, c, experience, maintain, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\12518008.pdf
227,12022566,38.02,"r, c, experience, maintain, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\12022566.pdf
228,21807224,38.01,"r, c, daily, experience, maintain, manage, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, description, detail",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\21807224.pdf
229,25425322,37.94,"r, c, daily, experience, location, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, description, detail",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.28,E:\hackathon\1\resume\25425322.pdf
230,13477922,37.92,"r, c, calls, communication, experience, maintain","administrative, assistant, attention, calendars, coordination, correspondence, daily, description, detail, documents",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\13477922.pdf
231,25959103,37.85,"r, c, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\25959103.pdf
232,26768723,37.84,"r, c, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\26768723.pdf
233,21156767,37.78,"r, c, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\21156767.pdf
234,33685075,37.75,"r, assistant, c, experience, manage, office","administrative, attention, calendars, calls, communication, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\33685075.pdf
235,10624813,37.74,"r, c, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\10624813.pdf
236,12488356,37.73,"r, c, excel, experience, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\12488356.pdf
237,20237244,37.69,"r, c, daily, experience, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\20237244.pdf
238,64017585,37.69,"r, c, experience, manage, managers, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\64017585.pdf
239,10030015,37.68,"r, c, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\10030015.pdf
240,12635195,37.67,"r, c, experience, maintain, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\12635195.pdf
241,55953734,37.65,"r, assistant, c, documents, experience, manage","administrative, attention, calendars, calls, communication, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\55953734.pdf
242,47549345,37.65,"r, assistant, c, documents, experience, office","administrative, attention, calendars, calls, communication, coordination, correspondence, daily, description, detail",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\47549345.pdf
243,96029688,37.57,"r, c, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\96029688.pdf
244,32985311,37.53,"r, c, experience, manage, management, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.24,E:\hackathon\1\resume\32985311.pdf
245,39835894,37.33,"r, c, experience, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.20,E:\hackathon\1\resume\39835894.pdf
246,10985403,37.26,"r, c, experience, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.20,E:\hackathon\1\resume\10985403.pdf
247,20824105,37.18,"r, c, communication, experience, location","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.20,E:\hackathon\1\resume\20824105.pdf
248,17987433,37.14,"r, c, experience, maintain, office","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.20,E:\hackathon\1\resume\17987433.pdf
249,28505854,37.13,"r, c, experience, manage, management","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.20,E:\hackathon\1\resume\28505854.pdf
250,15601399,37.11,"r, c, communication, excel, experience","administrative, assistant, attention, calendars, calls, coordination, correspondence, daily, description, detail",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.20,E:\hackathon\1\resume\15601399.pdf
251,18752129,37.01,"r, c, experience, job","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.16,E:\hackathon\1\resume\18752129.pdf
252,Mechanical_Technician_Large,37.00,"r, c, experience, maintain","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.01; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.16,E:\hackathon\1\resume\Mechanical_Technician_Large.pdf
253,35172961,36.77,"r, assistant, c, experience","administrative, attention, calendars, calls, communication, coordination, correspondence, daily, description, detail",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.16,E:\hackathon\1\resume\35172961.pdf
254,50328713,36.34,"r, c, experience","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.12,E:\hackathon\1\resume\50328713.pdf
255,60004873,36.27,"r, c, experience","administrative, assistant, attention, calendars, calls, communication, coordination, correspondence, daily, description",Similarity=0.00; MustMatch=1.00; NiceMatch=0.00; SkillMatch=0.12,E:\hackathon\1\resume\60004873.pdf
